code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
MA103,Optimizing Advertising ROI: Orangetheory's Success with Snowflake and Census,広告ROIの最適化：雪片と国勢調査でのOrangetheoryの成功,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:20:00,12,"In this talk, we'll explore the collaborative journey of Orangetheory, a global fitness leader with a presence across 23 countries, as it partnered with Snowflake and Census to enhance its advertising strategy by unifying diverse customer data points. This partnership aimed to overcome the challenge of integrating Orangetheory's unique customer journey, which spans both digital and physical realms, into a cohesive advertising model. By leveraging Snowflake's robust data consolidation capabilities and Census' innovative approach to syncing offline conversions with online advertising platforms like Google and Facebook, the initiative significantly improved ad spend efficiency. Join to learn how this case study highlights the strategic use of technology and partnership in optimizing advertising strategies — offering valuable insights into achieving a holistic view of the customer journey and driving improved marketing outcomes. Please note: Theaters are first come, first seated.",この講演では、多様な顧客データポイントを統合することで広告戦略を強化するためにスノーフレークと国勢調査を強化するために、23か国に存在するグローバルなフィットネスリーダーであるオレンジェリーリーの共同旅を探ります。このパートナーシップは、デジタル領域と物理的な領域の両方にまたがるOrangetheoryのユニークなカスタマージャーニーをまとまりのある広告モデルに統合するという課題を克服することを目的としています。Snowflakeの堅牢なデータの統合機能と、GoogleやFacebookなどのオンライン広告プラットフォームとオフライン変換を同期するための国勢調査の革新的なアプローチを活用することにより、このイニシアチブは広告支出の効率を大幅に改善しました。参加して、このケーススタディが、広告戦略を最適化する際のテクノロジーとパートナーシップの戦略的使用を強調する方法を学びます。これは、顧客の旅の全体的な見方を達成し、マーケティング成果を向上させるための貴重な洞察を提供します。注意：劇場が最初に来て、最初に着いてください。,1708733403813001y4hZ,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733403813001y4hZ
IN130,Public Sector Executive Panel: Cultivating Collaborative Partnerships for Data-Driven Progress,パブリックセクターのエグゼクティブパネル：データ駆動型の進歩のための共同パートナーシップの育成,Breakout-Session,Industry Impact,業界への影響,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"In today's AI landscape, fostering collaboration across varied program stakeholders is paramount. By prioritizing comprehensive governance and purpose-driven initiatives, leaders ensure data's transformative potential is maximized. Hear from executives from the State of Montana, City and County of San Francisco, City of Tacoma, Tennessee Department of Health, and Judicial Council of California as they share insights into how a shared data platform allowed them to securely collaborate across departments. This session offers a roadmap and lessons learned for governments looking to align stakeholders on a single source of truth as they roll out an enterprise-wide solution to support their data strategy for efficient, transparent and responsive citizen services.",今日のAIランドスケープでは、さまざまなプログラムの利害関係者全体でコラボレーションを促進することが最重要です。包括的なガバナンスと目的主導のイニシアチブに優先順位を付けることにより、リーダーはデータの変革の可能性が最大化されるようにします。モンタナ州、サンフランシスコ市、タコマ市、テネシー州保健省、およびカリフォルニア州司法評議会の幹部から聞いてください。このセッションでは、効率的で透明性のある応答性の高い市民サービスのためにデータ戦略をサポートするために企業全体のソリューションを展開する際に、単一の真実のソースに利害関係者を調整しようとしている政府に学んだロードマップと教訓を提供します。,1709666039707001j61c,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709666039707001j61c
DE224,Scaling Snowpark to Process Data from Millions of Private Companies,スノーパークをスケーリングして、何百万もの民間企業からのデータを処理する,Breakout-Session,Data Engineering,データエンジニアリング,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"Businesses need to ingest, extract, mine and generate relevant insights for customers so they can make informed decisions with conviction. Data mining in particular has its unique challenges. S&P Global Market Intelligence has developed a comprehensive, scalable and flexible architecture to ingest, mine and curate relevant data items from publicly available websites. This session will take a deep dive into this architecture, which leverages the capabilities of the Snowflake Data Cloud, Snowpark and Snowpark Container Services to orchestrate and manage data pipelines at scale.",企業は、顧客に関連する洞察を摂取、抽出、採掘、採掘し、生成する必要があるため、有罪判決を受けて情報に基づいた決定を下すことができます。特にデータマイニングには、独自の課題があります。S＆P Global Market Intelligenceは、公開されているWebサイトから関連するデータ項目を摂取、採掘、キュレートするための包括的な、スケーラブルで柔軟なアーキテクチャを開発しました。このセッションでは、このアーキテクチャに深く飛び込みます。このアーキテクチャは、スノーフレークデータクラウド、スノーパーク、スノーパークコンテナサービスの機能を活用して、大規模にデータパイプラインを調整および管理します。,1708733311067001yIRL,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733311067001yIRL
AI219,Simplified End-to-End Machine Learning Development with Snowflake ML,Snowflake MLを使用した簡略エンドツーエンドの機械学習開発,Breakout-Session,AI & ML,AI&機械学習,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"This session will explore how Snowflake ML provides the power, flexibility and ease of use to bring your machine learning development to where your data is. Join to learn how Snowflake ML makes it easy to do feature engineering, model training and deployment in Snowflake — with an intuitive API and familiar open source libraries.",このセッションでは、Snowflake MLがデータのある場所に機械学習開発をもたらすために、Snowflake MLがどのように電力、柔軟性、使いやすさを提供するかを探ります。Snowflake MLにより、Snowflakeでの機能エンジニアリング、モデルトレーニング、展開を簡単に行える方法を学ぶために参加してください。直感的なAPIとおなじみのオープンソースライブラリを使用してください。,1708733133111001ysMw,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733133111001ysMw
AI123,The Transformative Potential of AI-Driven Data Products,AI駆動型のデータ製品の変革の可能性,Breakout-Session,AI & ML,AI&機械学習,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"Join this session to hear from our financial services professionals, who will dissect the intersection of data products and artificial intelligence. We will delve into the transformative potential of AI-driven data solutions to optimize risk management, enhance customer experience and unlock new revenue growth streams. Insights gleaned from the panel will offer a roadmap for harnessing Snowflake's power to navigate the evolving landscape of the financial services technology ecosystem — ensuring innovation, efficiency and competitive advantage.",このセッションに参加して、データ製品と人工知能の交差点を分析する金融サービスの専門家からの連絡を聞きます。リスク管理を最適化し、カスタマーエクスペリエンスを強化し、新しい収益成長率のロックを解除するために、AI駆動型のデータソリューションの変革の可能性を掘り下げます。パネルから収集された洞察は、Snowflakeの力を活用するためのロードマップを提供し、金融サービス技術のエコシステムの進化する状況をナビゲートし、イノベーション、効率性、競争上の優位性を確保します。,1713399593235001aY6M,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1713399593235001aY6M
AI253,Unlocking AI's Potential: Is your Enterprise’s Data Ready for AI?,AIの可能性のロックを解除する：あなたの企業のデータはAIの準備ができていますか？,Breakout-Session,AI & ML,AI&機械学習,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"If the answer is “no,” you are in the same situation as most enterprises today. Enterprises are seeing a mushrooming of AI proofs of concept, but often soon find that their data managed using traditional means is not ready for taking AI use cases into production. This session will dive deep into the art and science of data readiness for AI across enterprises. Join to know learn more about Infosys' modern data blueprint, alongside interesting solutions implemented with T-Mobile, Kraft Heinz and Johnson Controls — all of which can be used to establish a solid foundation for AI adoption.",答えが「いいえ」の場合、あなたは今日のほとんどの企業と同じ状況にあります。企業はAIの概念実証のマッシュルームを見ていますが、従来の手段を使用して管理されているデータは、AIのユースケースを生産に取り入れる準備ができていないことがすぐにわかります。このセッションは、企業全体のAIのデータ準備の芸術と科学を深く掘り下げます。参加するには、T-Mobile、Kraft Heinz、Johnson Controlsで実装された興味深いソリューションとともに、InfosysのModern Data Blueprintの詳細をご覧ください。これらはすべて、AI採用の強固な基盤を確立するために使用できます。,1711554271661001x5I1,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1711554271661001x5I1
AD229,"Unlocking Success: Configure, Measure and Optimize Hybrid Tables",成功のロック解除：ハイブリッドテーブルの構成、測定、最適化,Theater-Session,Application Development,アプリケーション開発,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:20:00,12,"In this session, we’ll walk through the key use cases for Hybrid Tables and discuss some real-world challenges, including how to address low latency requirements through its support of indexes, constraints and row-level locking; and how to ensure performance for hybrid transactional/analytical workloads. We'll discuss data modeling considerations, query optimization and query profiling techniques; and delve into monitoring performance, troubleshooting and debugging. Finally, we will conclude the session by sharing best practices for optimal configurations, resource optimization, understanding boundaries and safe limits, and tuning knobs to optimize and get the best out of Unistore for your workloads. Please note: Theaters are first come, first seated.",このセッションでは、ハイブリッドテーブルの主要なユースケースを進め、インデックスのサポート、制約、行レベルのロックのサポートを通じて低レイテンシー要件に対処する方法など、いくつかの実際の課題について説明します。ハイブリッドトランザクション/分析ワークロードのパフォーマンスを確保する方法。データモデリングの考慮事項、クエリの最適化、クエリプロファイリング手法について説明します。監視のパフォーマンス、トラブルシューティング、デバッグを掘り下げます。最後に、最適な構成、リソースの最適化、境界と安全な制限を理解するためのベストプラクティスを共有し、ワークロードのためにUnistoreを最適化して最適化するためのチューニングノブを共有することにより、セッションを締めくくります。注意：劇場が最初に来て、最初に着いてください。,1708733186028001ylVw,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733186028001ylVw
BI219,What’s New: Time-Series Analytics in Snowflake,新しいもの：スノーフレークの時系列分析,Breakout-Session,BI & Analytics,BIと分析,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"Time-series data — also known as data with timestamps — is everywhere. From IoT sensors to financial markets to web data, time-series data is exploding in terms of velocity and volume with the advent of cloud infrastructure, smart devices and machine learning applications. This type of data serves diverse purposes, ranging from helping identify machinery due for service to providing operational intelligence dashboards to evaluating financial trading strategies. Snowflake can enable such complex analytics on these large volumes of data in low latencies. Join this session to learn the latest time-series capabilities in Snowflake to unlock the power of your time-series data.",タイムシリーズデータ - タイムスタンプを持つデータとも呼ばれますが、どこにでもあります。IoTセンサーから金融市場、Webデータまで、クラウドインフラストラクチャ、スマートデバイス、機械学習アプリケーションの出現により、速度とボリュームの点で時系列データが爆発しています。このタイプのデータは、サービスのための機械を特定することから、金融取引戦略を評価するための運用インテリジェンスダッシュボードを提供することまで、多様な目的を果たします。スノーフレークは、このような複雑な分析を、これらの大量のデータで低レイテンシで可能にします。このセッションに参加して、スノーフレークの最新のタイムシリーズ機能を学び、タイムシリーズデータのパワーのロックを解除します。,1708733215528001ywot,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733215528001ywot
DE220,What’s New with Dynamic Tables,ダイナミックテーブルで新しいもの,Breakout-Session,Data Engineering,データエンジニアリング,2024-06-04,2024-06-04 12:00:00,2024-06-04 12:45:00,12,"Dynamic Tables is the new default for change data and incremental processing. Join us to learn about the latest features and innovations powering Snowflake’s declarative data pipelines - breaking the boundaries between batch and streaming pipelines. This session will provide an overview of Dynamic Tables and explore its key benefits, top use cases, latest improvements and newest capabilities. It will also feature a customer sharing their experience deploying Dynamic Tables. We hope to see you there!",動的テーブルは、変更データと増分処理の新しいデフォルトです。Snowflakeの宣言的なデータパイプラインに動力を与える最新の機能とイノベーションについてご覧ください。バッチとストリーミングパイプラインの境界を破ります。このセッションでは、動的なテーブルの概要を提供し、その主要な利点、トップユースケース、最新の改善、最新の機能を調べます。また、ダイナミックテーブルを展開する経験を共有する顧客も登場します。そこでお会いしましょう！,1708733304982001yrEu,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733304982001yrEu
DE212,Accelerating Time to Production for Extreme-Scale Data Services,極端なデータサービスの生産までの時間を加速します,Breakout-Session,Data Engineering,データエンジニアリング,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"As AI, machine learning (ML) and generative AI become more prevalent across IT, orchestrating data across the enterprise will become more important. In this session, Aramark —a global provider of food and facilities services across multiple industries, serving millions of people in 22 countries — will share insights into how they boosted the power of Snowflake with SnapLogic data integration, automation and API orchestration capabilities. Join to learn how Aramark actively uses AI and ML to quickly deploy smart data services to internal and external customers, at extreme scale, while simplifying and accelerating access to SaaS data for a community of business analysts and data scientists. Attendees will walk away with a vision and practical tips on how to speed deployment, achieve scale and set the stage for cross-enterprise generative integration in this era of AI.",AI、機械学習（ML）および生成AIがそれ全体でより一般的になると、企業全体でデータを調整することがより重要になります。このセッションでは、22か国の何百万人もの人々にサービスを提供している複数の産業の食料および施設サービスのグローバルプロバイダーであるAramarkは、Snaplogic Data統合、自動化、APIオーケストレーション能力で雪片の力をどのように高めたかについての洞察を共有します。ARAMARKがAIとMLを積極的に使用して、ビジネスアナリストとデータサイエンティストのコミュニティのSAASデータへのアクセスを簡素化および加速して、スマートデータサービスを内部および外部の顧客に迅速に展開する方法を学びます。参加者は、このAIの時代におけるエンテルプライズの生成統合の段階を速める方法、スケールを達成し、段階的に設定する方法に関するビジョンと実用的なヒントをもって立ち去ります。,1709755879138001kpic,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709755879138001kpic
MD244,Build Your Data Legacy: Innovating and Modernizing with Database Replication,データの遺産を構築する：データベースの複製で革新と近代化,Theater-Session,Modern Data Architectures,データアーキテクチャ,2024-06-04,2024-06-04 12:30:00,2024-06-04 12:50:00,12,"Learn how modern data infrastructure accelerates your time to insights and keeps you at the forefront of analytics. Database replication drives forward the modernization of legacy systems and powers analytics, insights and reporting. In this session, we will analyze how to use change data capture to unlock databases such as Oracle and SAP, whether on-premises or in the cloud, and prepare you to meet the growing data demands of your business. Please note: Theaters are first come, first seated.",最新のデータインフラストラクチャが洞察にあなたの時間を加速し、分析の最前線にあなたを維持する方法を学びます。データベースの複製は、レガシーシステムとPowers分析、洞察、レポートの近代化を推進します。このセッションでは、オンプレミスであろうとクラウド内であろうと、OracleやSAPなどのデータベースのロックを解除するために、データキャプチャの変更を使用する方法を分析し、ビジネスの増加しているデータ需要を満たす準備をします。注意：劇場が最初に来て、最初に着いてください。,1709747918306001IVAk,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709747918306001IVAk
IN209,ExxonMobil’s Data Mesh Strategy Powers AI/ML Financial Insights,Exxonmobilのデータメッシュ戦略がAI/ML財務洞察力を強化する,Breakout-Session,Industry Impact,業界への影響,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"ExxonMobil's Central Data Hub (HUB) uses a data mesh strategy to deliver numerous (12+) foundation data products (FDP) across its value chain. Financial Enterprise Data (FED) is one the FDPs that provides a single view of ExxonMobil's financials across 10 SAP landscapes. Come learn how Snowflake Cortex and Snowpark ML power AI/ML financial use cases, such as cash flow management and anomaly detection.",ExxonMobilのCentral Data Hub（HUB）は、データメッシュ戦略を使用して、バリューチェーン全体で多数の（12+）ファンデーションデータ製品（FDP）を提供します。Financial Enterprise Data（FED）は、10のSAPランドスケープにわたるExxonmobilの財務の単一のビューを提供するFDPの1つです。Snowflake CortexとSnowpark ML Power AI/MLキャッシュフロー管理や異常検出などの財務ユースケースを学びましょう。,1708733359027001yDJO,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733359027001yDJO
IN204,How Barclays Achieved Federated Platform Enablement with a Hub and Spoke Model,バークレイズがハブとスポークモデルでフェデレーションプラットフォームイネーブルメントを達成した方法,Breakout-Session,Industry Impact,業界への影響,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"This session will cover how Barclays scaled its Snowflake deployment spanning many Snowflake accounts, using a hub and spoke model, with provisioning and governance maintained in a single Zero Data Account. This Zero Data Account allows the platform team to centrally provision and govern their Snowflake deployment, while still being able to delegate responsibilities to local business unit administrators. Accounts and environments are provisioned with CICD pipelines triggered by service requests, meaning that all accounts are set up in a consistent way, reducing time to value for new business units onboarded. This leverages Terraform for account creation, replication to pushdown environment provisioning, governance and policies to all accounts.",このセッションでは、バークレイズがハブとスポークモデルを使用して多くのスノーフレークアカウントにまたがるスノーフレークの展開を拡大し、プロビジョニングとガバナンスが単一のゼロデータアカウントに維持されている方法について説明します。このゼロデータアカウントにより、プラットフォームチームはスノーフレークの展開を中央に提供および管理することができ、責任を地元のビジネスユニット管理者に委任することができます。アカウントと環境には、サービスリクエストによってトリガーされたCICDパイプラインでプロビジョニングされます。つまり、すべてのアカウントが一貫した方法で設定され、オンボーディングされた新しいビジネスユニットの価値を高める時間を短縮します。これにより、アカウントの作成、環境プロビジョニングへのプッシュダウンへの複製、ガバナンス、およびすべてのアカウントへのポリシーのためにテラフォームが活用されます。,1708733350803001y4fH,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733350803001y4fH
MD219,How Indeed is Standardizing on Apache Iceberg at Petabyte Scale with Snowflake,スノーフレークでペタバイトスケールでアパッチアイスバーグでどのように標準化されていますか,Theater-Session,Modern Data Architectures,データアーキテクチャ,2024-06-04,2024-06-04 12:30:00,2024-06-04 12:50:00,12,"Indeed has data on the scale of petabytes and is adopting Apache Iceberg as a standard format for data. While some of that data is in Snowflake, often as native tables, most is not. To avoid data silos or “islands,” we have connected Snowflake to these Iceberg data sets as externally managed Iceberg Tables. Join this session to hear our journey adopting Iceberg with Snowflake. We will review performance benchmarks of Indeed’s common use cases against other compute platforms, different approaches for applying masking, and more. Please note: Theaters are first come, first seated.",実際、ペタバイトの規模に関するデータがあり、データの標準形式としてApache Icebergを採用しています。そのデータの一部は雪片がありますが、多くの場合ネイティブテーブルとして、ほとんどはそうではありません。データサイロや「島」を避けるために、雪片をこれらの氷山データセットに外部に管理した氷山テーブルとして接続しています。このセッションに参加して、スノーフレークで氷山を採用している私たちの旅を聞いてください。他のコンピューティングプラットフォーム、マスキングを適用するためのさまざまなアプローチなど、実際の一般的なユースケースのパフォーマンスベンチマークを確認します。注意：劇場が最初に来て、最初に着いてください。,1708733442765001yqmx,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733442765001yqmx
MD232,How London Stock Exchange Group Uses Snowflake to Unlock Business Potential,ロンドン証券取引所グループがスノーフレークを使用してビジネスの可能性を解き放つ方法,Breakout-Session,Modern Data Architectures,データアーキテクチャ,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"In this session, we will describe our approach to migrating from a traditional on-premise database to Snowflake, along with the issues we faced and they key technical decisions we made. The process unlocked new possibilities for ingestion and data pipelines without the limitation of traditional databases. By moving to Snowflake’s scalable compute, we removed daily life-cycle delays and bottlenecks. At London Stock Exchange Group, we’re building a large, cross-asset, centralized data store to allow combined reporting and business insights, while giving quants and data scientists the ability to work on data without movement.",このセッションでは、従来のオンプレミスデータベースからスノーフレークへの移行へのアプローチと、私たちが直面した問題と、私たちが行った重要な技術的決定について説明します。このプロセスは、従来のデータベースの制限なしに、摂取とデータパイプラインの新しい可能性のロックを解除しました。Snowflakeのスケーラブルなコンピューティートに移動することにより、日常のライフサイクルの遅延とボトルネックを削除しました。ロンドン証券取引所グループでは、大規模なクロスアセットの集中データストアを構築して、レポートとビジネスの洞察を組み合わせたものにしながら、動きのないデータに取り組む能力をQUANTとデータ科学者に提供しています。,1708733464103001yeLh,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733464103001yeLh
IN112,How Snowflake Advances Interoperability for ACOs and Data Providers,SnowflakeがACOとデータプロバイダーの相互運用性をどのように進めるか,Theater-Session,Industry Impact,業界への影響,2024-06-04,2024-06-04 12:30:00,2024-06-04 12:50:00,12,"Join this session to learn how healthcare analytics company CareJourney empowers risk-bearing providers with critical analytics using the power of Snowflake. CareJourney will discuss the advancements that CMS has made on data availability, and how Snowflake’s tool sets allow members to take advantage. Please note: Theaters are first come, first seated.",このセッションに参加して、Healthcare Analytics Company CareJourneyがスノーフレークの力を使用して重要な分析でリスクベアリングプロバイダーに権限を与える方法を学びます。CareJourneyは、CMSがデータの可用性について行った進歩と、Snowflakeのツールセットによりメンバーがどのように活用できるかについて説明します。注意：劇場が最初に来て、最初に着いてください。,1708733370144001yc2D,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733370144001yc2D
GP220,"How Snowflake Data Clean Rooms Are Powering Advanced, AI-Driven, Multi-Party Collaboration",スノーフレークデータクリーンルームがどのように高度で、AI主導のマルチパーティコラボレーション,Breakout-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"Data clean rooms have evolved from a third-party cookie replacement for media to an advanced, multi-party compute and collaboration system that safely unlocks sensitive and proprietary data across industries in ways never before possible. In this session, we will explore capabilities of Snowflake Data Clean Rooms, including how developers can customize code analysis templates for various use cases, integrate with custom data clean room implementations and partners across the ecosystem, and securely integrate and enable AI models into the data clean room.",データクリーンルームは、メディアのサードパーティのCookie代替品から、可能な限りの方法で業界全体で敏感で独自のデータを安全にロック解除する高度なマルチパーティの計算およびコラボレーションシステムに進化しました。このセッションでは、開発者がさまざまなユースケースのコード分析テンプレートをカスタマイズする方法、エコシステム全体のカスタムデータクリーンルームの実装やパートナーと統合し、AIモデルをデータにしっかりと統合および有効にする方法など、スノーフレークデータクリーンルームの機能を探ります。クリーンルーム。,1708733229604001yvnA,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733229604001yvnA
MD220,How TechStyle Manages Analytics Complexity with Data Contracts and Data Mesh,TechStyleがデータ契約やデータメッシュとの分析の複雑さをどのように管理するか,Breakout-Session,Modern Data Architectures,データアーキテクチャ,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"Embarking on a data modernization journey in 2018, TechStyle Fashion Group embraced Snowflake at its core. The next step in this evolution involved a comprehensive shift — replacing API ingestions with automated pipelines, and integrating database replication through cutting-edge tools such as Fivetran and HVR. Now we are focusing on transforming our most crucial data processes into dbt models, harnessing the power of dbt data contracts and mesh architectures. Join us for a session that delves into how TechStyle adeptly manages business analytics complexity with dbt Cloud + Snowflake.",2018年のデータ近代化の旅に着手したTechStyleファッショングループは、そのコアでスノーフレークを受け入れました。この進化の次のステップには、API摂取を自動パイプラインに置き換え、FivetranやHVRなどの最先端のツールを介してデータベースレプリケーションを統合する包括的なシフトが含まれていました。現在、最も重要なデータプロセスをDBTモデルに変換し、DBTデータ契約とメッシュアーキテクチャのパワーを活用することに焦点を当てています。TechStyleがDBT Cloud + Snowflakeとのビジネス分析の複雑さを巧みに管理する方法を掘り下げるセッションにご参加ください。,1709841728705001O0dA,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709841728705001O0dA
AI308,How Zoom Talks to Its Data with Snowflake Cortex AI and RAG,スノーフレーク皮質AIとぼろきれでズームがデータとどのように話し合うか,Breakout-Session,AI & ML,AI&機械学習,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"This session will focus on interacting with data on Snowflake using Cortex AI, large language models (LLMs) and retrieval augmented generation (RAG). We will demonstrate how leveraging advanced natural language processing capabilities can empower business leaders to engage in intuitive conversations with their data.",このセッションでは、皮質AI、大規模な言語モデル（LLM）、および検索拡張生成（RAG）を使用した雪片のデータとの相互作用に焦点を当てます。高度な自然言語処理能力を活用することで、ビジネスリーダーがデータと直感的な会話をすることができる方法を示します。,1708733143550001y6lW,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733143550001y6lW
OO212,Operating Models for a Snowflake-Centric Cloud Data Platform,スノーフレーク中心のクラウドデータプラットフォームの動作モデル,Theater-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-04,2024-06-04 12:30:00,2024-06-04 12:50:00,12,"In this session we will discuss best practices for organizations running on the Snowflake platform, including defining your data strategy, building an operating model to support your desired outcome and communicating iterative value. We will also share practical examples of building a knowledge community within your organization to help scale knowledge enablement across teams. Please note: Theaters are first come, first seated.",このセッションでは、データ戦略の定義、希望する結果をサポートする操作モデルの構築、反復的価値の伝達など、Snowflakeプラットフォームで実行されている組織のベストプラクティスについて説明します。また、組織内に知識コミュニティを構築する実用的な例を共有して、チーム全体で知識の実現を拡大するのを支援します。注意：劇場が最初に来て、最初に着いてください。,1708733482202001yY9I,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733482202001yY9I
AI246,"Snowflake, Gen AI and Modern Data Platforms",Snowflake、Gen AI、および最新のデータプラットフォーム,Theater-Session,AI & ML,AI&機械学習,2024-06-04,2024-06-04 12:30:00,2024-06-04 12:50:00,12,"As organizations look to capitalize on generative AI (gen AI) capabilities, technology leaders should follow best practices and use the right data platform to deliver value and achieve desired outcomes. In this session we'll explore different aspects of modern data platforms and how Snowflake users can securely tap into the power of gen AI and use its latest features to build and share data products, make faster decisions, create new revenue streams, and unlock dynamic insights. Join to learn how this also enables users to integrate data from a wide range of data sources, empower every part of their business, realize the value of their greatest untapped asset — data — and use it to power use cases that drive digital transformation. Please note: Theaters are first come, first seated.",組織が生成AI（Gen AI）機能を活用しようとするため、テクノロジーリーダーはベストプラクティスに従い、適切なデータプラットフォームを使用して価値を提供し、望ましい結果を達成する必要があります。このセッションでは、最新のデータプラットフォームのさまざまな側面と、SnowflakeユーザーがGen AIの力を安全に活用し、最新の機能を使用してデータ製品を構築および共有する方法を調査し、より速い決定を行い、新しい収益ストリームを作成し、動的な動的ロックを解除する方法を探ります。洞察。参加して、これにより、ユーザーが幅広いデータソースからのデータを統合し、ビジネスのあらゆる部分に力を与え、最大の未開発資産（データ）の価値を実現し、デジタル変換を促進するユースケースを使用する方法を学ぶことができます。注意：劇場が最初に来て、最初に着いてください。,1710458226570001TPP0,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710458226570001TPP0
AD205,Snowflake Native Apps: Implementing Your Monetization Model and Pricing Strategy,スノーフレークネイティブアプリ：収益化モデルと価格設定戦略の実装,Breakout-Session,Application Development,アプリケーション開発,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,Snowflake Marketplace Monetization offers a robust set of capabilities to help you reach parity with your monetization pricing strategy. Join the product manager and engineer from this area to learn about how to best implement your pricing and packaging on Snowflake.,Snowflake Marketplaceの収益化は、収益化の価格設定戦略に合わせてパリティに到達するのに役立つ堅牢な機能セットを提供します。このエリアのプロダクトマネージャーとエンジニアに参加して、スノーフレークで価格設定とパッケージを最適に実装する方法について学びましょう。,1708733152223001yUk7,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733152223001yUk7
IN122,The Next Evolution of the Snowflake AI Data Cloud for Telecom,テレコム用のスノーフレークAIデータクラウドの次の進化,Breakout-Session,Industry Impact,業界への影響,2024-06-04,2024-06-04 12:30:00,2024-06-04 13:15:00,12,"Snowflake launched the AI Data Cloud for Telecom in the spring of 2023, highlighting our commitment to delivering essential solutions and services for the telecom industry. More than a year after launch, join us at this session to hear how Snowflake customers and partners have been scaling the future of the telecom industry. Snowflake's Fawad Qureshi, Global Field CTO, will lead the session — featuring industry-leading telecom providers discussing how they are driving superior customer experiences and operational excellence with the AI Data Cloud for Telecom.",Snowflakeは、2023年の春にTelecomのAIデータクラウドを開始し、電気通信業界に不可欠なソリューションとサービスを提供するという私たちのコミットメントを強調しました。発売から1年以上後、このセッションに参加して、Snowflakeの顧客とパートナーがどのように通信業界の将来を拡大してきたかを聞いてください。SnowflakeのFawad Qureshi、Global Field CTOがセッションをリードします。これは、テレコムのAIデータクラウドで優れた顧客体験と運用上の卓越性をどのように推進しているかを議論する業界をリードするテレコムプロバイダーを紹介します。,1709666023797001jIUS,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709666023797001jIUS
