code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
CO222,Data Clean Room for Insurance and Banking,保険・銀行向けデータ・クリーンルーム,Theater-Session,Collaboration,コラボレーション,,,,,"Data Clean Rooms among highly regulated companies in the insurance and banking sectors. This session will illustrate the utilization of Data Clean Rooms within this context, highlighting various application cases. It will specifically address how challenges related to security and data protection are effectively managed. Based on a real example we will demonstrate the power of Data Clean rooms with Snowflake. ",保険や銀行といった規制の厳しい企業におけるデータ・クリーンルーム。本セッションでは、このような状況下におけるデータ・クリーン・ルームの活用について、様々な応用事例を紹介しながら説明します。特に、セキュリティとデータ保護に関する課題をどのように効果的に管理するかを取り上げます。実際の事例に基づき、Snowflakeによるデータ・クリーン・ルームの威力をお見せします。,1734605053081001AYne,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1734605053081001AYne
AI105,Data-Driven Futures: CDOs in the Age of AI,データ主導の未来AI時代のCDO,Breakout-Session,AI & ML,AI&機械学習,,,,,"The age of AI demands a strong data foundation, and CDOs hold the key. This panel reveals how data officers lead governance, drive analytics innovation and empower entire organizations. Join experts as they discuss harnessing AI for business value, fostering data fluency and ensuring responsible growth.
","AIの時代には強力なデータ基盤が必要であり、CDOがその鍵を握っている。本パネルでは、データオフィサーがどのようにガバナンスをリードし、アナリティクスのイノベーションを推進し、組織全体に力を与えているかを明らかにする。AIをビジネス価値に活用し、データ・フルエンシーを育成し、責任ある成長を確保する方法について、専門家と共に議論しましょう。
",1739607712573001hXAp,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1739607712573001hXAp
AR313,Data Engineering on Apache Iceberg™ Data Lakes,Apache Iceberg™ データレイクにおけるデータエンジニアリング,Breakout-Session,Others,その他,,,,,Apache Iceberg provides an open storage standard that can democratize your data stored in disparate data lakes by providing freedom and interoperability to use various data processing engines. Join this session to explore Snowflake’s latest advancements for data engineering on Snowflake Iceberg Tables. We’ll dive into newly launched features that enhance interoperability as well as bring Snowflake’s ease of use to your Iceberg data lakes.,Apache Icebergは、さまざまなデータ処理エンジンを使用する自由と相互運用性を提供することで、異種データレイクに保存されたデータを民主化できるオープンなストレージ標準を提供します。本セッションでは、Snowflake Iceberg Tables上でのデータエンジニアリングのためのSnowflakeの最新の進化についてご紹介します。IcebergデータレイクにSnowflakeの使いやすさをもたらすだけでなく、相互運用性を強化する新機能をご紹介します。,1738820760497001AQLw,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738820760497001AQLw
CO104,Data in the Age of AI: How Honeywell’s Data Foundation is Powering the Future,AI時代のデータ：ハネウェルのデータ基盤がいかに未来を力づけるか,Breakout-Session,Collaboration,コラボレーション,,,,,"Honeywell built a data hub on Snowflake with Marketplace data, enabling seamless enterprise sharing and robust disaster recovery. AI-driven summarization of unstructured data provides actionable insights, accelerating decisions at scale. Learn how Honeywell uses Snowflake’s collaboration and AI to drive agility and informed strategy globally.
","ハネウェルはMarketplaceのデータでSnowflake上にデータハブを構築し、シームレスなエンタープライズ共有と堅牢なディザスタリカバリを可能にした。非構造化データのAIによる要約は、実用的な洞察を提供し、規模に応じた意思決定を加速します。ハネウェルがどのようにSnowflakeのコラボレーションとAIを使用して、俊敏性と情報に基づいた戦略をグローバルに推進しているかをご覧ください。
",1738173373865001DiIY,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738173373865001DiIY
MA211,Data Monetization Through Data Clean Rooms: How T-Mobile Unlocks New Revenue,データ・クリーンルームによるデータ収益化：Tモバイルはいかにして新たな収益を解き放つか,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"Deep Sync is the leading provider of deterministic identity management. Deep Sync utilizes Snowflake to manage an identity spine containing the most recent and clean attribute data available for 98%+ of US households.

T-Mobile has partnered with Deep Sync to build a new Data as a Service business to bring consented data from T-Mobile subscribers to market for the first time. This relationship and the Snowflake infrastructure that powers it creates the opportunity for Marketers to drive hyper-personalized experiences, build closed loop measurement.

DeepSync and T-Mobile will present jointly, focusing on Cortex and Clean Room Integrations that power this.","Deep Sync は決定論的アイデンティティ管理のリーディングプロバイダである。ディープシンクはSnowflakeを利用して、米国世帯の98%以上について利用可能な最新かつクリーンな属性データを含むIDスパインを管理している。

T-MobileはDeep Syncと提携し、T-Mobile加入者の同意済みデータを初めて市場に投入するData as a Service事業を新たに構築した。この関係とそれを支えるスノーフレーク・インフラストラクチャは、マーケターが超パーソナライズされた体験を推進し、クローズドループ測定を構築する機会を創出します。

DeepSyncとT-Mobileは、CortexとClean Roomの統合に焦点を当て、共同でプレゼンテーションを行います。",1738705880982001v3ED,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738705880982001v3ED
AD303,Deep Dive: Security and Permissions for Snowflake Native Apps,ディープダイブSnowflakeネイティブアプリのセキュリティとパーミッション,Breakout-Session,Application Development,アプリケーション開発,,,,,"Snowflake Native Apps revolutionize security by bringing app logic to the data, eliminating the need to move data elsewhere for processing. This ensures superior security and governance while keeping the data under the customer’s control. 
This session covers how Snowflake Native Apps deliver both security and advanced functionality, including the security sandbox, RBAC, App Specification, Restricted Caller’s Rights and controlled role grants.
Designed for developers, security teams and decision-makers, this deep dive offers key insights for building, reviewing, buying or maintaining Snowflake Native Apps. RBAC knowledge is helpful but not required.
","スノーフレークネイティブアプリは、アプリのロジックをデータに取り込むことでセキュリティに革命をもたらし、処理のためにデータを別の場所に移動する必要がなくなります。これにより、データを顧客の管理下に置きながら、優れたセキュリティとガバナンスを実現します。
このセッションでは、セキュリティサンドボックス、RBAC、App Specification、Restricted Caller's Rights、制御された役割付与など、Snowflake Native Appsがどのようにセキュリティと高度な機能の両方を提供するかについて説明します。
開発者、セキュリティチーム、意思決定者向けに設計されたこのディープダイブは、Snowflake Native Appsの構築、レビュー、購入、保守のための重要な洞察を提供します。RBACの知識があると便利ですが、必須ではありません。
",1738803384341001bK50,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738803384341001bK50
AI201,Deepening BlackRock Client Relationships with Snowflake Cortex Search,Snowflake Cortex Searchでブラックロックの顧客との関係を深める,Theater-Session,AI & ML,AI&機械学習,,,,,"As a market leader, BlackRock has grown deep relationships with our clients by offering services spanning the whole portfolio and asset management lifecycle. To manage those relationships at scale, BlackRock has developed Client Intelligence, a suite of AI capabilities powered by Snowflake Cortex Search. Bringing together structured and unstructured data, public and internal sources, in a secure a scalable platform, provides an unlock for how BlackRock can better serve our clients' needs.
","ブラックロックはマーケットリーダーとして、ポートフォリオと資産運用のライフサイクル全体をカバーするサービスを提供することで、お客様との深い関係を築いてきました。このような顧客との関係を大規模に管理するため、ブラックロックはスノーフレーク・コーテックス・サーチを活用したAI機能群であるクライアント・インテリジェンスを開発しました。構造化データと非構造化データ、パブリックデータと内部ソースを安全でスケーラブルなプラットフォームに統合することで、ブラックロックはお客様のニーズによりよく応えることができます。
",1732296436785001Qv4l,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1732296436785001Qv4l
BA229,Delivering On-Demand Metrics with Cortex Analyst at Azul Brazilian Airlines,アズール・ブラジル航空におけるCortex Analystによるオンデマンド・メトリクスの提供,Theater-Session,Others,その他,,,,,"This session introduces Cortex AI Chat, a real-time solution for querying Azul Brazilian Airlines' operational metrics. Azul, one of Brazil’s leading airlines, employs over 16,000 staff, operates 1,000+ daily flights, and connects 150+ destinations with 300+ direct routes, ensuring unmatched national and international reach. Cortex, powered by a semantic model, allows users to interact via a Streamlit UI, delivering instant insights as tables or visualizations. Deployed with CI/CD pipelines and improved through feedback, it reduces static dashboards, refines KPIs dynamically, and accelerates time to market for key metrics, streamlining insight-driven decisions.
","このセッションでは、アズール・ブラジル航空の運航指標を照会するためのリアルタイム・ソリューション、Cortex AI Chatを紹介します。ブラジル有数の航空会社であるアズール航空は、16,000人以上のスタッフを擁し、毎日1,000便以上のフライトを運航し、300以上の直行便で150以上の都市を結び、国内外への比類ないアクセスを確保しています。Cortexは、セマンティックモデルによって駆動され、ユーザーはStreamlit UIを介して対話することができます。CI/CDパイプラインでデプロイされ、フィードバックを通じて改善されたCortexは、静的なダッシュボードを減らし、KPIを動的に絞り込み、主要な指標の市場投入までの時間を短縮し、洞察に基づく意思決定を合理化します。
",1738702271881001hgW7,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738702271881001hgW7
GO101,Democratize Data Asset Discovery with Snowflake Horizon Catalog,Snowflake Horizonカタログによるデータ資産ディスカバリの民主化,Breakout-Session,Others,その他,,,,,"Virtually every organization’s data is underutilized, in large part because it’s still hard for users to discover relevant data assets. They don’t have good search tools, need to look in different silos, can’t see what they don’t yet have access to, don’t know which assets are the right ones to use, can’t decipher unfamiliar assets, and don’t know who to ask. In this session, you’ll see how Horizon Catalog helps address these issues. Learn about how to use Universal Search, extend search to Iceberg data, “SEO” your metadata, reduce manual metadata management, make metadata discoverable while protecting sensitive data, and curate an internal marketplace of data products.
","事実上すべての組織のデータが十分に活用されていない。その理由の大部分は、ユーザーが関連するデータ資産を発見するのがまだ難しいからだ。優れた検索ツールがない、さまざまなサイロを調べる必要がある、まだアクセスできないものがわからない、どの資産を使用するのが正しいのかわからない、見慣れない資産を読み解くことができない、誰に聞けばよいのかわからない。このセッションでは、Horizon Catalog がこのような問題の解決にどのように役立つかを紹介します。ユニバーサル検索の使用方法、Iceberg データへの検索の拡張、メタデータの「SEO」、手作業によるメタデータ管理の削減、機密データを保護しながらメタデータを発見可能にする方法、データ製品の社内市場をキュレーションする方法について学びます。
",1738824572226001dSav,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738824572226001dSav
DE206,Deploying Data Pipelines with Snowflake and dbt Labs,Snowflakeとdbt Labsによるデータパイプラインの展開,Hands-on-Lab,Data Engineering,データエンジニアリング,,,,,"Are you an analytics engineer looking to improve your architecture and DevOps practices? Have you been experimenting with new features like Snowflake Dynamic Tables or is your organization considering new architectural approaches? 
In this lab, you'll learn: 

Developer-centric tips for discovering and accessing data products across Snowflake Marketplace, ad-hoc uploads and connecting via Snowpark external access
Alternatives to lambda architecture for streaming data sources with Dynamic Tables
New materialization options with Dynamic Tables and Apache Iceberg

","アナリティクスエンジニアの皆様は、アーキテクチャやDevOpsのプラクティスの改善をお考えですか？Snowflake Dynamic Tablesのような新機能を試してみたり、新しいアーキテクチャのアプローチを検討していますか？
このラボでは次のことを学びます：

Snowflake Marketplace、アドホックアップロード、Snowpark外部アクセス経由でデータ製品を発見しアクセスするための開発者中心のヒント
Dynamic Tablesを使用したストリーミングデータソースのラムダアーキテクチャの代替案
Dynamic TablesとApache Icebergを使用した新しいマテリアライゼーションオプション

",1741893154985001nHW6,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1741893154985001nHW6
AD309,Designing and Deploying Applications in Snowpark Container Services,Snowparkコンテナサービスにおけるアプリケーションの設計とデプロイ,Breakout-Session,Application Development,アプリケーション開発,,,,,"Snowpark Container Services extends the Snowpark runtime in Snowflake to allow for flexible compute environments to serve a variety of use cases. When exposing applications to users or external systems, managing ingress, CORS and access control is critical. This session will cover key strategies for securely deploying and scaling applications while ensuring seamless connectivity and performance. Additionally, we will explore CI/CD best practices to streamline application development, deployment and updates.
","Snowpark Container Servicesは、SnowflakeのSnowparkランタイムを拡張し、様々なユースケースに対応できる柔軟なコンピュート環境を実現します。アプリケーションをユーザーや外部システムに公開する場合、イングレス、CORS、アクセス制御の管理が重要です。このセッションでは、シームレスな接続性とパフォーマンスを確保しながら、アプリケーションを安全にデプロイし、スケーリングするための主要な戦略について説明します。さらに、アプリケーションの開発、デプロイメント、アップデートを効率化するためのCI/CDのベストプラクティスについても検討します。
",1736287600045001VaQi,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1736287600045001VaQi
AD311,Developing and Deploying SaaS Globally: Powering AI-Driven Retail Insights,SaaSの開発とグローバル展開：AIを活用したリテールインサイトの強化,Breakout-Session,Application Development,アプリケーション開発,,,,,"Discover the architecture behind NielsenIQ’s (NIQ) Discover platform, that leverages Snowflake to deliver AI-powered insights and analytics to CPG retailers and manufacturers. Learn how Discover processes point-of-sale and panel-based NIQ datasets across 84 global markets to drive strategic decision-making, uncover growth opportunities and fuel innovation.
This session will explore why NIQ chose Snowflake for its scalability, efficiency and value-generating capabilities, and how the platform was designed from the ground up to support organizations of all sizes.
","Snowflakeを活用し、AIを駆使したインサイトとアナリティクスをCPG小売業者とメーカーに提供するNielsenIQ（NIQ）のDiscoverプラットフォームのアーキテクチャをご覧ください。Discoverが84のグローバル市場において、POSおよびパネルベースのNIQデータセットをどのように処理し、戦略的意思決定を促進し、成長機会を発見し、イノベーションを促進するかを学びます。
本セッションでは、NIQが拡張性、効率性、価値を生み出す機能からSnowflakeを選んだ理由、そしてあらゆる規模の組織をサポートするためにプラットフォームが一から設計された経緯を探ります。
",1739468432840001MJ6m,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1739468432840001MJ6m
DO208,DevOps and IAC For Snowflake Engineers Hands on Lab,SnowflakeエンジニアのためのDevOpsとIAC ハンズオンラボ,Hands-on-Lab,Others,その他,,,,,"Accelerate your DevOps journey in Snowflake by mastering Infrastructure-as-Code (IaC) with Terraform, CI/CD pipelines and Snowflake Data Projects for IaC. This hands-on lab teaches you to use Terraform with Snowflake and Data Projects to effortlessly define, manage and deploy Snowflake resources declaratively. Experience how Data Projects empower teams with dry-run validations, streamlined executions, and seamless Git integration, ensuring robust, repeatable, and auditable deployments. Learn to leverage Terraform and Snowflake’s native IaC offerings to establish efficient, automated CI/CD workflows that simplify management, increase velocity and enhance collaboration.
","TerraformによるInfrastructure-as-Code（IaC）、CI/CDパイプライン、Snowflake Data Projects for IaCをマスターすることで、SnowflakeでのDevOpsの旅を加速させます。このハンズオンラボでは、SnowflakeとData ProjectsでTerraformを使用し、Snowflakeリソースを宣言的に定義、管理、デプロイする方法を学びます。Data Projects が、どのようにチームにドライラン検証、合理化された実行、シームレスなGit統合を提供し、堅牢で再現性があり、監査可能なデプロイメントを保証するかを体験してください。TerraformとSnowflakeのネイティブIaCオファリングを活用して、管理を簡素化し、速度を向上させ、コラボレーションを強化する、効率的で自動化されたCI/CDワークフローを確立する方法を学びます。
",1738000990415001XFCh,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738000990415001XFCh
ML211,Don’t Just Build Models — Operationalize Them,モデルを構築するだけでなく、運用する,Breakout-Session,Others,その他,,,,,"In this session, dive into machine learning operations essentials and see how Snowflake’s advanced ML features streamline model operationalization through a champion-challenger modeling demo and a customer example from Duracell. Learn best practices for scaling MLOps, and hear how Duracell achieved greater efficiency and agility in its ML workflows, unlocking operational excellence with ML solutions through Snowflake’s end-to-end ML management.
","このセッションでは、機械学習オペレーションのエッセンスに飛び込み、Snowflakeの高度なML機能がどのようにモデルの運用を効率化するかを、チャンピオン・チャレンジャー・モデリングのデモとDuracell社のお客様の事例を通してご覧ください。MLOpsのスケーリングのベストプラクティスを学び、SnowflakeのエンドツーエンドのML管理を通じて、Duracell社がMLソリューションでオペレーショナルエクセレンスを解き放ち、MLワークフローの効率性と俊敏性の向上を達成した方法をお聞きください。
",1738177198818001Mqux,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738177198818001Mqux
AI244,Don't Vibe Check Your LLMs! Observability & Evaluations for Gen AI Applications,LLMをバイブチェックするな！ジェネAIアプリケーションの観測可能性と評価,Theater-Session,AI & ML,AI&機械学習,,,,,"To gain trust in Generative AI applications, a robust observability framework is needed. In this session, we will demonstrate how users can instrument an AI application with Trulens, an open source observability framework, to trace each component of their application and use LLM-as-a-Judge evaluations to identify and improve points of failure. Attendees will learn about best practices in enabling observability in their AI workflows and common feedback functions used for evaluation. We will also explore using the observability framework as a mechanism to compare application versions to determine which version is best fit for production use.
","ジェネレーティブAIアプリケーションの信頼を得るためには、堅牢な観測可能性フレームワークが必要です。本セッションでは、オープンソースの観測可能性フレームワークであるTrulensを使用して、ユーザーがどのようにAIアプリケーションを計測し、アプリケーションの各コンポーネントをトレースし、LLM-as-a-Judge評価を使用して障害点を特定し、改善できるかを実演します。参加者は、AIワークフローで観測可能性を実現するためのベストプラクティスと、評価に使用される一般的なフィードバック関数について学びます。また、アプリケーションのバージョンを比較し、本番での使用に最適なバージョンを決定するメカニズムとして、観測可能性フレームワークを使用する方法についても検討します。
",1738714746222001X6sE,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738714746222001X6sE
AI115,Driving Success in Mortgage Broking with AI Insights on Call Transcript Data,通話記録データのAIインサイトで住宅ローン仲介を成功に導く,Theater-Session,AI & ML,AI&機械学習,,,,,"Discover how AI transforms mortgage broking by extracting insights from call transcripts. Using Snowflake Cortex LLMs, organizations improve efficiency, optimize customer interactions and drive conversions. AI automates coaching insights for brokers, reduces quality control time, analyzes call trends, tracks time-to-conversion bottlenecks and enhances marketing strategies. It uncovers customer inquiry trends for targeted marketing, tracks time-to-conversion to identify bottlenecks, and boosts mobile app adoption, leading to a 50% increase in call-driven downloads. Join us to see how AI-driven insights elevate decision-making and customer experience.
","コールトランスクリプトから洞察を抽出することで、AIが住宅ローン仲介をどのように変革するかをご覧ください。Snowflake Cortex LLMを使用することで、企業は効率を改善し、顧客との対話を最適化し、コンバージョンを促進します。AIがブローカーのコーチングインサイトを自動化し、品質管理時間を短縮し、コール傾向を分析し、コンバージョンまでの時間のボトルネックを追跡し、マーケティング戦略を強化します。また、ターゲット・マーケティングのために顧客の問い合わせ傾向を明らかにし、ボトルネックを特定するためにコンバージョンまでの時間を追跡し、モバイル・アプリの採用を促進し、通話によるダウンロードを50%増加させます。AIによる洞察が意思決定と顧客体験をどのように向上させるか、ぜひご覧ください。
",1738734515672001nu0F,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738734515672001nu0F
AR108,Driving Toyota’s Data Innovation with a Data Mesh on Snowflake and Hybrid Tables,Snowflakeとハイブリッドテーブルのデータメッシュでトヨタのデータ革新を推進する,Breakout-Session,Others,その他,,,,,"Deploying a Data Mesh on Snowflake has enabled Toyota Motor Europe to manage data more effectively, allowing each business unit to own, manage, and share their data products. This session will explore three key areas: deploying Toyota's data mesh on Snowflake, leveraging the marketplace for 360° business views, and utilizing Snowflake's capabilities—such as data clean rooms, Streamlit, and hybrid tables—to empower business domains and drive innovative use cases.",トヨタモーターヨーロッパは、Snowflake上にデータメッシュを展開することで、各事業部門がデータ製品を所有、管理、共有できるようになり、より効果的なデータ管理が可能になりました。本セッションでは、Snowflake上でのトヨタのデータメッシュの展開、360°ビジネスビューのためのマーケットプレイスの活用、ビジネスドメインを強化し革新的なユースケースを推進するためのデータクリーンルーム、Streamlit、ハイブリッドテーブルなどのSnowflakeの機能の活用という3つの重要な分野を探ります。,1736241747422001CEtb,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1736241747422001CEtb
DE109,Easily and Cost-Efficiently Managing Data Transformation Pipelines on Snowflake,Snowflakeでデータ変換パイプラインを簡単かつコスト効率よく管理,Breakout-Session,Data Engineering,データエンジニアリング,,,,,"Data engineers often face the challenge of creating complex data transformation pipelines while balancing infrastructure overhead, debugging inefficiencies and cost control. Attendees will learn best practices for building scalable and cost-efficient data transformation pipelines with built-in telemetry enhancing monitoring and debugging capabilities. By leveraging automation and managed services in Snowflake, engineers can focus on delivering insights rather than maintaining infrastructure. Join us to discover how to simplify data pipeline management, optimize costs and improve reliability in modern data ecosystems.
","データエンジニアは、インフラストラクチャのオーバーヘッド、非効率なデバッグ、コスト管理のバランスを取りながら、複雑なデータ変換パイプラインを作成するという課題に直面することがよくあります。参加者は、監視およびデバッグ機能を強化する組み込みの遠隔測定機能を備えた、スケーラブルでコスト効率の高いデータ変換パイプラインを構築するためのベストプラクティスを学びます。Snowflakeの自動化とマネージドサービスを活用することで、エンジニアはインフラストラクチャの維持よりもインサイトの提供に集中することができます。最新のデータエコシステムでデータパイプライン管理を簡素化し、コストを最適化し、信頼性を向上させる方法をご覧ください。
",1739566567570001C7OY,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1739566567570001C7OY
AD308,"Effective Snowflake Native Apps: Patterns, Tips and Tricks",効果的なスノーフレーク・ネイティブアプリ：パターン、ヒント、トリック,Breakout-Session,Application Development,アプリケーション開発,,,,,"New capabilities and proven patterns are shaping the Snowflake Native App Framework. This session highlights best practices for app evaluation, installation and productionization — whether for internal use, partners or customers.
Join us to explore key topics, including identifying ideal use cases for Snowflake Native Apps, implementing RBAC in line with organizational policies, optimizing compute and storage choices, and designing for seamless upgrades. This session is valuable for both new builders starting with Snowflake Native Apps and experienced developers looking to explore the latest enhancements.
","新しい機能と実績のあるパターンがSnowflake Native App Frameworkを形成しています。このセッションでは、アプリの評価、インストール、本番化のベストプラクティスを紹介します。
スノーフレイクネイティブアプリの理想的なユースケースの特定、組織のポリシーに沿ったRBACの実装、コンピュートとストレージの選択の最適化、シームレスなアップグレードのための設計など、重要なトピックを探求します。このセッションは、Snowflake Native Appsを使い始めたばかりの開発者にも、最新の機能強化を検討中の経験豊富な開発者にも有益です。
",1738793996414001djcB,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738793996414001djcB
CO207,Empower Business Decisions with Data Products and Snowflake Internal Marketplace,データ製品とSnowflake社内マーケットプレイスでビジネスの意思決定を強化,Breakout-Session,Collaboration,コラボレーション,,,,,"In this session, We will enable CDAO's Enterprise Data Strategy by exploring the full lifecycle from the concept of data products—packaged, readily consumable data assets—to their distribution through Snowflake's internal marketplace.

We will drive home 5 key points within this data product lifecycle:
1. Simplified data access for business users
2. Improved data discoverability and understanding
3. Increased data utilization and adoption
4. Accelerated time to insight
5.Metrics & Considerations","本セッションでは、データプロダクト（パッケージ化され、すぐに利用可能なデータ資産）のコンセプトから、Snowflakeの社内マーケットプレイスを通じた流通までのライフサイクル全体を探ることで、CDAOのエンタープライズデータ戦略を実現します。

このデータプロダクトのライフサイクルの中で、5つの重要なポイントを説明します：
1.ビジネスユーザーのデータアクセスの簡素化
2.データの発見と理解の向上
3.データ活用と採用の増加
4.洞察までの時間の短縮
5.指標と考察",1736533601875001BJWL,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1736533601875001BJWL
OS102,Empowering Future AI Leaders: Snowflake for Academia and Data Literacy,未来のAIリーダーに力を与える：アカデミアとデータリテラシーのためのSnowflake,Theater-Session,Others,その他,,,,,"The AI revolution is reshaping jobs — yet most professionals lack the skills to thrive. At the University of Graz, we’ve trained and certified more than 120 students in AI and data literacy using Snowflake for Academia. This session shares 10 best practices for upskilling tomorrow’s workforce, aligning with Snowflake’s One Million Minds initiative. Learn how academia-industry collaboration can equip future leaders with AI expertise, enabling bottom-up innovation in every domain and industry.
","AI革命は仕事の形を変えつつありますが、ほとんどの専門家は活躍するためのスキルが不足しています。グラーツ大学では、Snowflake for Academiaを使用して、120人以上の学生にAIとデータリテラシーのトレーニングと認定を行ってきました。このセッションでは、SnowflakeのOne Million Mindsイニシアチブに沿った、明日の労働力をスキルアップするための10のベストプラクティスを紹介します。産学連携により、AIに関する専門知識を備えた将来のリーダーを育成し、あらゆる領域や産業におけるボトムアップ・イノベーションを可能にする方法を学びます。
",1738586921607001gJqd,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738586921607001gJqd
BA201,Empowering Industrial IoT Use Cases with Snowflake,Snowflakeによる産業用IoTユースケースの強化,Breakout-Session,Others,その他,,,,,"This session will explore why and how Snowflake's unique capabilities are crucial to enable, accelerate and implement industrial IoT use cases like root cause analysis of asset failure, predictive maintenance and quality management. The session will explain the use of specific time series capabilities (e.g. asof joins, CORR & MATCH function), built-in Cortex ML functions (like anomaly detection and forecasting) and LLMs leveraging RAG to accelerate use cases for manufacturing customers.
","このセッションでは、資産故障の根本原因分析、予知保全、品質管理などの産業用IoTユースケースを実現、加速、実装するために、Snowflakeのユニークな機能が重要である理由とその方法を探ります。このセッションでは、製造業のお客様のユースケースを加速するために、特定の時系列機能（asof結合、CORR＆MATCH機能など）、組み込みのCortex ML機能（異常検知や予測など）、およびRAGを活用したLLMの使用について説明します。
",1732823753562001rcLk,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1732823753562001rcLk
DE108,Empowering the Enterprise for the Next Era of Analytics,次のアナリティクス時代に向けて企業を強化する,Theater-Session,Data Engineering,データエンジニアリング,,,,,"The next era of data transformation is here. AI is supercharging developer workflows, downstream teams can collaborate thanks to governed self-service, and SQL comprehension is generating detailed metadata that powers unprecedented developer efficiency while promoting data quality and cost optimization. See it come together firsthand with dbt’s data control plane, a centralized platform that gives organizations repeatable, scalable and governed ways to win with data in the modern age.
","データ・トランスフォーメーションの次の時代が到来した。AIは開発者のワークフローを加速し、下流チームはガバメントされたセルフサービスによってコラボレーションが可能になり、SQL comprehensionは詳細なメタデータを生成し、データ品質とコストの最適化を促進しながら、これまでにない開発者の効率化を後押しします。dbtのデータ・コントロール・プレーンは、反復可能でスケーラブル、かつガバナンスの効いたプラットフォームです。
",1741795268386001OXUi,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1741795268386001OXUi
OS206,Empower Users with a Streamlit Code Generator App,Streamlit コード生成アプリでユーザーに力を与える,Theater-Session,Others,その他,,,,,"Learn how to develop a Streamlit app that generates the code to create other Streamlit apps while allowing users to choose if they want to create a table edit or a form collection app. With a table edit app, users have the ability to select the source table, columns to filter on and whether to disable editing. With a form collection app, they define the form fields. The generating Streamlit app provides SQL to create the target tables, if needed, as well as the Python to create the new Streamlit app.
","他のStreamlitアプリを作成するためのコードを生成するStreamlitアプリの開発方法を学び、ユーザーがテーブル編集アプリとフォーム収集アプリのどちらを作成したいかを選択できるようにします。テーブル編集アプリでは、ユーザーはソーステーブル、フィルタリングする列、編集を無効にするかどうかを選択できます。フォームコレクションアプリでは、ユーザーはフォームフィールドを定義します。生成される Streamlit アプリは、新しい Streamlit アプリを作成する Python と同様に、必要に応じてターゲットテーブルを作成する SQL を提供します。
",1738709946697001gtzc,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738709946697001gtzc
DE226,End-to-End Data Engineering with Python in Snowflake,SnowflakeのPythonによるエンドツーエンドのデータエンジニアリング,Breakout-Session,Data Engineering,データエンジニアリング,,,,,"Modern data engineering leverages Python to build robust, scalable, end-to-end workflows. In this talk, we will cover how Snowflake offers you a flexible development environment for developing Python data pipelines, performing transformation at scale, orchestrating and deploying your pipelines at scale. Topics we’ll cover include:

Ingest: Data source APIs, Snowflake file-to-read and ingest data of any format when files arrive, with sources outside Snowflake
Develop: Packaging (artifact repo), Python runtimes, IDE (Notebook, vscode)
Transform: Snowpark pandas, UDFs, UDAFs
Deploy: Tasks, Notebook scheduling

","最新のデータエンジニアリングでは、堅牢でスケーラブルなエンドツーエンドのワークフローを構築するためにPythonを活用しています。本講演では、SnowflakeがPythonデータパイプラインの開発、スケールでの変換の実行、スケールでのパイプラインのオーケストレーションとデプロイのための柔軟な開発環境を提供する方法について説明します。トピックは以下の通りです：

インジェストデータソースAPI、Snowflake file-to-read、Snowflake外のソースでファイルが到着したときにあらゆるフォーマットのデータを取り込む
開発パッケージング（アーティファクトレポ）、Pythonランタイム、IDE（Notebook、vscode）
変換：Snowpark pandas、UDF、UDAF
デプロイタスク、ノートブックのスケジューリング

",1738697409526001iBtS,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738697409526001iBtS
