code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
BI103,Building Snowflake Community at Your Workplace,職場における雪片コミュニティの構築,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"Join this session to hear how travel and tourism company TUI built a study group to drive data literacy and Snowflake adoption in its organization. TUI's unique approach focused on increasing the core audience's technical knowledge. You'll hear tips and tricks on user engagement, sourcing and promoting a company-wide initiative, along with a deep dive into the mechanics that make the group self-sufficient and self-driven. Please note: Theaters are first come, first seated.",本セッションでは、旅行・観光企業のTUIが、データリテラシーとSnowflakeの導入を推進するためにどのように研究グループを構築したかをご紹介します。TUIのユニークなアプローチは、中心的な参加者の技術的知識を高めることに重点を置いています。ユーザー・エンゲージメント、ソーシング、全社的イニシアチブの推進に関するヒントやコツを、グループの自立と自走を可能にする仕組みについて深く掘り下げるとともにご紹介します。注意：劇場は先着順です。,1708733199646001y6OW,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733199646001y6OW
GP221,Data and AI Governance - Balance Risk and Returns from Your AI Programs,データとAIガバナンス - AIプログラムのリスクとリターンのバランス,Theater-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"Data and AI governance are necessary for organizations to manage and govern data effectively, especially in the context of AI. Join this session to learn how intersecting data governance with AI governance is pivotal for organizations to harness the potential of AI while effectively managing risks and complexities associated with AI technologies. Please note: Theaters are first come, first seated.",データガバナンスとAIガバナンスは、特にAIの文脈において、組織がデータを効果的に管理・統治するために必要です。このセッションに参加し、データガバナンスとAIガバナンスをいかに交差させるかが、組織がAIの可能性を活用する上で極めて重要であることを学ぶと同時に、AI技術に関連するリスクや複雑性を効果的に管理する方法を学びます。ご注意：劇場は先着順です。,1711554602489001g3Uj,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1711554602489001g3Uj
BI230,Data and Analytics Leaders Roundtable: Ensuring Trust in Enterprise Analytics,データ＆アナリティクス・リーダーズ・ラウンドテーブルエンタープライズアナリティクスにおける信頼の確保,Breakout-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"According to a recent Bigeye report, 70% of decision-makers don't trust analytics dashboards to make critical decisions due to regular data quality incidents. Join Kyle Kirwan, CEO and Co-Founder of Bigeye, as he sits down with data and analytics leaders responsible for some of the largest, most complex enterprise data environments to discuss the challenges that reduce trust in business analytics as well as strategies for tackling them. Topics will include monitoring data even as it moves from traditional data sources into Snowflake; tackling analytics reliability for executive dashboards; and building business leader trust by providing insight into dashboard health.",Bigeyeの最新レポートによると、意思決定者の70%は、定期的なデータ品質インシデントにより、重要な意思決定を行うためのアナリティクス・ダッシュボードを信頼していません。BigeyeのCEO兼共同創設者であるカイル・カーワンが、最大かつ最も複雑なエンタープライズ・データ環境の責任者であるデータおよびアナリティクス・リーダーと対談し、ビジネス・アナリティクスの信頼を低下させる課題と、それに対処する戦略について議論します。トピックには、従来のデータソースからSnowflakeに移行する際のデータのモニタリング、経営陣向けダッシュボードのアナリティクスの信頼性への取り組み、ダッシュボードの健全性を把握することによるビジネスリーダーの信頼構築などが含まれます。,1710287193087001MHI3,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710287193087001MHI3
MA109,"Deliver Tailored, AI-Led Journeys with Optimove's Customer-Led Marketing Platform",オプティムーブの顧客主導型マーケティング・プラットフォームで、AI主導のオーダーメード・ジャーニーを実現,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"Optimove's customer-led marketing and engagement platform harnesses the power of data to personalize customer experiences. Join us to learn how Optimove and Snowflake enable you to create personalized marketing strategies that resonate with customers, and discover how Snowflake data sharing facilitates direct access to unified and enriched customer data in Optimove for real-time, contextual marketing.
We'll also discuss how, from native predictive models to comprehensive purchase history analysis, this empowers marketers to make informed decisions and drive meaningful results. Please note: Theaters are first come, first seated.","Optimove の顧客主導型マーケティングおよびエンゲージメント プラットフォームは、データの力を活用して顧客体験をパーソナライズします。OptimoveとSnowflakeを活用することで、顧客と共鳴するパーソナライズされたマーケティング戦略をどのように構築できるのか、また、Snowflakeのデータ共有により、Optimoveの統合され強化された顧客データへの直接アクセスがどのように促進され、リアルタイムのコンテキストに基づいたマーケティングが可能になるのかをご紹介します。
また、ネイティブの予測モデルから包括的な購買履歴分析に至るまで、マーケティング担当者が十分な情報に基づいた意思決定を行い、有意義な成果を上げるための方法についてもご説明します。ご注意：劇場は先着順です。",1710526644650001IMtZ,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710526644650001IMtZ
CY304,Empowering Security Teams with Snowflake: A Cisco Multicloud Defense Case Study,Snowflakeでセキュリティチームを強化：シスコのマルチクラウド防御のケーススタディ,Breakout-Session,Cybersecurity,サイバーセキュリティ,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"In this session, Cisco's Praveen Patnala, Senior Director of Engineering for Cisco Multicloud Defense will share his philosophy around how Cisco Multicloud Defense was architected to leverage Snowflake to power specific features. Then, Cisco's Davis McCarthy, Security Research Engineer, will walk through why the security research team at Cisco Multicloud Defense loves Snowflake for its ability to support multiple security use cases. For example, by ingesting customer telemetry in Snowflake, the team can perform ad hoc threat hunting on behalf of the customer, enrich data sets that help drive product enhancements, and experiment with machine learning concepts. This session will demonstrate how Cisco Multicloud Defense disseminates data-driven security reports to customers and prospects, and visualizes security events and trends with Snowpark and Streamlit. Last, the session will showcase how to cut costs by testing cache efficiency and reducing what fields need to be present within each log. Join to learn how having a flexible, consolidated platform like Snowflake has multiplied the efforts of Cisco's small security research team. In this talk, we will outline how each component above is related, and how other small (or big) security teams can benefit from a tool like Snowflake.",このセッションでは、Cisco Multicloud Defenseのエンジニアリング担当シニアディレクターであるCiscoのPraveen Patnalaが、Cisco Multicloud DefenseがどのようにSnowflakeを活用して特定の機能を強化するように設計されたのか、その哲学を紹介します。次に、CiscoのセキュリティリサーチエンジニアであるDavis McCarthyが、Cisco Multicloud Defenseのセキュリティリサーチチームが、複数のセキュリティユースケースをサポートするSnowflakeを気に入っている理由を説明します。例えば、顧客のテレメトリをSnowflakeに取り込むことで、チームは顧客に代わってアドホックな脅威ハンティングを実行し、製品強化の推進に役立つデータセットを充実させ、機械学習コンセプトの実験を行うことができます。本セッションでは、Cisco Multicloud Defenseがデータ主導のセキュリティ・レポートを顧客や見込み客に配布し、SnowparkとStreamlitを使ってセキュリティ・イベントとトレンドを可視化する方法を紹介します。最後に、キャッシュ効率をテストし、各ログに必要なフィールドを減らすことでコストを削減する方法を紹介します。Snowflakeのような柔軟で統合されたプラットフォームを持つことで、Ciscoの小規模なセキュリティ・リサーチ・チームの努力がどのように倍増したかを学びましょう。この講演では、上記の各コンポーネントがどのように関連しているかを概説し、他の小規模（または大規模）セキュリティチームがSnowflakeのようなツールからどのような恩恵を受けることができるかを説明します。,1708733253982001ykan,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733253982001ykan
IN208,"How ABB Drives Manufacturing to the Next Level with AI, Snowpark ML and Snowflake Marketplace",ABBがAI、Snowpark ML、Snowflake Marketplaceで製造業を次のレベルへ導く方法,Breakout-Session,Industry Impact,業界への影響,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"ABB is transforming manufacturing efficiency using a modern, AI-enabled data platform. ABB uses an AI-driven, market-based forecasting model to provide accurate sales forecasting for future periods. This forecast, along with raw material consumption trends in facilities and data available in Snowflake Marketplace, provides inputs for material forecasting models to predict upcoming purchases, identify alternative suppliers, and reduce excess and obsolete inventory. Beyond F&P, ABB uses gen AI and LLMs to reduce the time required to bring detailed product information buried in hundreds of thousands of documents to aid customer service, field service and new employees.",ABBは、最新のAI対応データプラットフォームを使って製造効率を変革している。ABBは、AI主導の市場ベースの予測モデルを使用して、将来の期間の正確な売上予測を提供しています。この予測は、設備における原材料の消費動向やSnowflake Marketplaceで利用可能なデータとともに、今後の購入を予測し、代替サプライヤーを特定し、過剰在庫や陳腐化在庫を削減するための材料予測モデルのインプットとなる。F&P以外にも、ABBはgen AIとLLMを使用して、カスタマーサービス、フィールドサービス、新入社員を支援するために、何十万ものドキュメントに埋もれている詳細な製品情報をもたらすのに必要な時間を短縮している。,1708733355799001ys0Q,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733355799001ys0Q
IN113,How Data Supports Cargill's Goal of Zero Carbon Shipping,カーギルの「炭素輸送ゼロ」の目標を支えるデータとは？,Theater-Session,Industry Impact,業界への影響,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"In this session, learn how Cargill built a data ecosystem from scratch to support the company's goal to achieve zero carbon shipping. Hear real-world examples of how data engineered in Snowflake can help traders, vessel operators and customers achieve their business goals and reduce the carbon footprint. You will also get visibility into the data flows, technology architecture, and the role that gen AI plays to drive key freight trading, vessel operations, customer experiences and sustainability outcomes. Please note: Theaters are first come, first seated.",このセッションでは、カーギルがゼロ・カーボン輸送を達成するという目標をサポートするために、どのようにデータ・エコシステムをゼロから構築したかを学びます。Snowflakeで設計されたデータが、トレーダー、船舶運航者、顧客のビジネス目標の達成とカーボンフットプリントの削減にどのように役立つのか、実例を交えてご紹介します。また、データフロー、テクノロジーアーキテクチャー、主要な貨物取引、船舶運航、顧客体験、持続可能性の成果を促進するためにAIが果たす役割についてもご紹介します。ご注意：劇場は先着順です。,1708733371858001yRuA,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733371858001yRuA
GP219,How Instacart Securely and Seamlessly Migrated 12PB of Data Across Snowflake Regions,InstacartがSnowflakeリージョン間で12PBのデータを安全かつシームレスに移行した方法,Breakout-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"Snowflake’s cross-cloud technology layer, Snowgrid, interconnects business ecosystems across regions and clouds, enabling organizations to easily replicate databases, shares, governance policies and even entire accounts securely across regions and clouds. Join this session to learn more about Snowflake's account replication capabilities, and hear how Instacart leveraged these capabilities to effortlessly migrate 12PB+ of data, objects and configurations across regions while minimizing downtime and manual intervention.",SnowflakeのクロスクラウドテクノロジレイヤーであるSnowgridは、リージョンやクラウドをまたいだビジネスエコシステムを相互接続し、企業はデータベース、共有、ガバナンスポリシー、さらにはアカウント全体を、リージョンやクラウド間でセキュアに簡単にレプリケートすることができます。本セッションでは、Snowflakeのアカウントレプリケーション機能の詳細と、Instacartがこれらの機能を活用して、ダウンタイムと手動介入を最小限に抑えながら、リージョン間で12PB以上のデータ、オブジェクト、構成を容易に移行した方法をご紹介します。,1708733652062001KdJW,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733652062001KdJW
MD116,How Rippling Built a $13.5 Billion Company by Automating Operations with Data,リップリングはいかにしてデータによる業務の自動化で135億ドル企業を築いたか,Theater-Session,Modern Data Architectures,データアーキテクチャ,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"In the crowded world of HR and IT software, Rippling catapulted past its competitors to a $13.5 billion valuation through strategic automation powered by first-party data. In this session, VP of Revenue Ops Alex Netsch will explain how Rippling uses Census and Snowflake to build a Customer 360, enabling data-driven action across every business department, including sales, marketing, advertising, finance and payroll. With trusted and secure data available at their fingertips, Rippling's teams can make better decisions and provide more personalized customer experiences. Join to learn how, by combining innovative solutions with an unwavering focus on efficiency, Rippling sets a new standard for operational excellence in the digital age. Please note: Theaters are first come, first seated.",混雑するHRおよびITソフトウェアの世界で、リップリングはファーストパーティデータを活用した戦略的自動化により、競合他社を抜き去り、評価額135億ドルを達成しました。本セッションでは、アレックス・ネッチ収益管理担当副社長が、リップリングがどのようにCensusとSnowflakeを利用してカスタマー360を構築し、営業、マーケティング、広告、財務、給与計算など、あらゆるビジネス部門にわたってデータ主導の行動を可能にしているかについて説明します。リップリングのチームは、信頼できる安全なデータをすぐに利用できるため、より良い意思決定を行い、よりパーソナライズされた顧客体験を提供することができます。革新的なソリューションと効率性への揺るぎないこだわりを組み合わせることで、リップリングがデジタル時代における卓越したオペレーションの新たな基準をどのように打ち立てているのか、ぜひご参加ください。ご注意：劇場は先着順です。,1709773541158001F749,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709773541158001F749
OO216,How ServiceNow Optimizes Snowflake While Scaling Workloads 5x,ワークロードを5倍に拡張しながらServiceNowがSnowflakeを最適化する方法,Theater-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-03,2024-06-03 14:30:00,2024-06-03 14:50:00,14,"Join this session to discover how ServiceNow creates a culture of Innovation with Snowflake, continuously creating more powerful data engineering and AI workloads at scale. With about 5x growth in workloads and 3x growth in its user base, ServiceNow will offer practical insights on how the company is optimizing and scaling its Snowflake platform while giving everyone a free hand for experimentation. Keeping the ecosystem healthy from the start and having the right amount of governance is key to success. Join us to watch a demo and learn how you can drive a culture of innovation while staying brilliant at the basics. Please note: Theaters are first come, first seated.",本セッションでは、ServiceNowがどのようにSnowflakeでイノベーションの文化を創造し、より強力なデータエンジニアリングとAIワークロードを継続的にスケールアップしているかをご紹介します。ワークロードが約5倍、ユーザーベースが約3倍に成長する中、ServiceNowがどのようにSnowflakeプラットフォームを最適化し、スケーリングしながら、実験に自由裁量を与えているか、実践的な洞察を提供します。エコシステムを最初から健全な状態に保ち、適切なガバナンスを持つことが成功の鍵です。デモをご覧いただき、基本を大切にしながらイノベーション文化を推進する方法を学びましょう。ご注意：劇場は先着順です。,1708733488962001yGI7,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733488962001yGI7
BI218,Marathon Oil: Bringing Business and Technical Users Together with Data ,マラソン・オイルビジネスユーザーと技術ユーザーをデータで結びつける,Breakout-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"This session will delve into how Marathon Oil is setting new industry standards by unlocking unprecedented analytical capabilities. We will focus on the expanded role of data, how to lay the foundation for practical AI applications, Python's future role in advancing analytics, and the automation of complex data workflows. We'll discuss how by using Sigma’s analytics platform with input tables, Marathon can extend the value of its next-gen Data and AI platform to non-technical business users who don't know how to use Python or SQL to analyze their data.
","本セッションでは、マラソン・オイルが前例のない分析能力を解き放つことで、どのように新たな業界標準を打ち立てているかを掘り下げます。データの役割の拡大、実用的なAIアプリケーションの基盤構築方法、アナリティクスの発展におけるPythonの今後の役割、複雑なデータワークフローの自動化に焦点を当てます。入力テーブルを備えたシグマの分析プラットフォームを使用することで、PythonやSQLの使い方を知らない非技術的なビジネスユーザーにも、マラソンの次世代データ・AIプラットフォームの価値を拡大する方法について説明します。
",1709765971179001SVac,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709765971179001SVac
DE305,Snowflake at API Speed: ETL Without the L,APIスピードでSnowflake：Lを使わないETL,Breakout-Session,Data Engineering,データエンジニアリング,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"Snowflake is a powerful platform that can combine different sources of data and create amazing possibilities. For some low latency requirements, it has been challenging to deliver due to the need to transform and ingest data in real time, and move the results to another data store that can serve in real time. In this session, we will explore how SailPoint is using Hybrid Tables, Snowpipe Streaming, a dbt adapter for Apache Flink, and Snowpark Container Services to break past these barriers. SailPoint will demonstrate how to build an end-to-end pipeline that transforms data arriving on Apache Kafka topics, ingests into Snowflake, and serves the data from a REST API hosted on Snowflake Container Services.",Snowflakeは、さまざまなデータソースを組み合わせ、驚くべき可能性を生み出すことができる強力なプラットフォームです。低レイテンシーの要件によっては、リアルタイムでデータを変換して取り込み、その結果をリアルタイムで提供できる別のデータストアに移動する必要があるため、その実現は困難でした。本セッションでは、SailPointがHybrid Tables、Snowpipe Streaming、Apache Flink用dbtアダプタ、Snowpark Container Servicesを使用して、どのようにこれらの障壁を打破しているかを探ります。SailPointは、Apache Kafkaトピックに到着したデータを変換し、Snowflakeにインジェストし、Snowflake Container ServicesでホストされたREST APIからデータを提供するエンドツーエンドのパイプラインを構築する方法を実演します。,1708733289465001y9Bh,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733289465001y9Bh
DE208,Zero Code Data Quality: Revolutionizing Data Quality with Snowflake,ゼロコード・データクオリティ：Snowflakeでデータ品質に革命を起こす,Breakout-Session,Data Engineering,データエンジニアリング,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"In the age of data abundance, ensuring data quality remains a persistent challenge for organizations. In this session, we will delve into how the Snowflake IT team built a zero code data quality solution using Snowflake's own Snowpark and Streamlit. You will learn how you too can architect robust data quality frameworks without the need for traditional coding.",データが溢れる時代において、データ品質の確保は企業にとって根強い課題です。本セッションでは、スノーフレークのITチームが、スノーフレーク独自のSnowparkとStreamlitを使用して、どのようにゼロコードのデータ品質ソリューションを構築したかを掘り下げます。従来のコーディングを必要とせず、堅牢なデータ品質フレームワークを構築する方法を学びます。,1708733280779001yTna,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733280779001yTna
CO101,Zero to Customer 360: Topgolf Callaway Brands Unlocks Intrabrand Activation and Analytics,ゼロから顧客360へ：Topgolf Callaway Brands、ブランド内の活性化と分析を解き放つ,Breakout-Session,Collaboration,コラボレーション,2024-06-03,2024-06-03 14:30:00,2024-06-03 15:15:00,14,"The session will walk through how Topgolf Callaway Brands (TC Brands) broke down customer, sales, marketing and operations data silos between its subsidiary brands by implementing a businesswide customer 360 strategy. By consolidating data across all its global brands into a single consumer data platform in Snowflake, TC Brands is able to execute marketing campaigns from start to finish via a Snowflake-powered customer data platform — increasing collaboration, decreasing time to action and enabling secure data sharing between organizations. Join to learn how a data stack with a single source of truth means less effort, reduced errors, improved data quality and ultimately results in best-in-class campaign speed to market.",このセッションでは、Topgolf Callaway Brands社（TC Brands社）がビジネス全体の顧客360戦略を導入することで、子会社ブランド間の顧客、営業、マーケティング、運用データのサイロ化をどのように解消したかを紹介します。グローバルブランド全体のデータをSnowflakeの単一の消費者データプラットフォームに統合することで、TC BrandsはSnowflakeを活用した顧客データプラットフォームを通じて、マーケティングキャンペーンを最初から最後まで実行できるようになりました。シングル・ソース・オブ・トゥルースによるデータスタックが、いかに労力を削減し、エラーを減らし、データ品質を向上させ、最終的にクラス最高のキャンペーン・スピード・トゥ・マーケットをもたらすか、ぜひご参加ください。,1708733227262001yTfy,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733227262001yTfy
ACT603,Australia Connect ( ) Meetup,オーストラリア・コネクト（ ）ミートアップ,Activity-01,Activity,アクティビティ,2024-06-03,2024-06-03 15:00:00,2024-06-03 16:00:00,15,"Get together at the Australia connect() meetup, where attendees from across Australia gather to make new connections. Meet local community leaders, exchange ideas and grow your professional network!
","オーストラリア全土から参加者が集い、新しいつながりを作るオーストラリアconnect()ミートアップ。地元のコミュニティ・リーダーと出会い、アイデアを交換し、プロフェッショナルなネットワークを広げましょう！
",1715967049041001aXTY,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1715967049041001aXTY
GP107,Building Champions to Strengthen Communities: How Leveraging a Data Platform Improves Access to Healthcare,コミュニティ強化のためのチャンピオン作り：データ・プラットフォームの活用による医療アクセスの向上,Breakout-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 15:00:00,2024-06-03 15:45:00,15,"Hear directly from leaders at Vermont Health Access and Washington Health Care Authority as they discuss how shifting to a modern data platform enabled program leaders across their organizations to more effectively deliver results, such as quickly determining the cost of drugs and improving financial outcomes for citizens. They will discuss how they support their analysts to experiment and collaborate more by using a governed environment with secure sandboxes. You'll also learn how these leaders dealt with change management with customers, and how their agile data platform sped up development and production of new data projects, helping to shape upcoming policies. ",Vermont Health AccessとWashington Health Care Authorityのリーダーから直接話を聞き、最新のデータ・プラットフォームに移行することで、組織全体のプログラム・リーダーが、薬剤費の迅速な決定や市民のための財政的成果の改善など、より効果的に成果を提供できるようになった方法について説明します。また、セキュアなサンドボックスを備えたガバメント環境を使用することで、アナリストの実験やコラボレーションを支援する方法についても説明します。また、これらのリーダーが顧客との変更管理にどのように対処したか、アジャイルデータプラットフォームが新しいデータプロジェクトの開発と生産をどのように加速させ、今後の政策形成にどのように役立ったかについても学びます。,1708733334049001yrk4,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733334049001yrk4
CY211,Cybersecurity Capture the Flag,サイバーセキュリティ・キャプチャー・ザ・フラッグ,Hands-on-Lab,Cybersecurity,サイバーセキュリティ,2024-06-03,2024-06-03 15:00:00,2024-06-03 16:30:00,15,"Join this hands-on lab to learn how to use Snowflake for threat detection and cybersecurity investigations. Participants will be provided with a data set containing logs from various cloud-native and third-party tooling, and will walk through scenarios to detect and respond to threats. Prior cybersecurity experience is not required to participate. This workshop iterates on last year's Capture the Flag. It is part of Snowflake's new Cybersecurity Day field offering, and this year we will bring in a new set of challenges and an expanded scope to cover features like Streamlit, ML-Powered Functions and Snowpark Container Services.",このハンズオンラボに参加して、脅威の検出とサイバーセキュリティ調査のためのSnowflakeの使用方法を学びましょう。参加者には、さまざまなクラウドネイティブおよびサードパーティツールからのログを含むデータセットが提供され、脅威を検出して対応するためのシナリオを歩きます。サイバーセキュリティに関する事前の経験は必要ありません。このワークショップは、昨年の「Capture the Flag（旗を掴め）」を反復したものです。このワークショップは、Snowflakeが新たに提供するサイバーセキュリティ・デイのフィールドの一部であり、今年はStreamlit、ML-Powered Functions、Snowpark Container Servicesなどの機能をカバーするために、新しい課題セットと拡大されたスコープを持ち込みます。,1708733265685001yyqy,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733265685001yyqy
AI243,Decoding the Gen AI Wave: Navigating Between Hype and Reality,AI世代の波を読み解く：誇大広告と現実の間をナビゲートする,Breakout-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 15:00:00,2024-06-03 15:45:00,15,"While the concept of gen AI promises groundbreaking advancements, its practical application poses intricate challenges for businesses. Our discussion will revolve around strategic approaches to identify suitable use cases, navigate unforeseen obstacles and seamlessly transition from theoretical concepts to full-scale production. Drawing insights from the experiences of leading companies that have successfully harnessed gen AI, we will explore how it differs from previous technological advancements, and hear from experts from different industries on how they have embraced gen AI and the top use case they have identified for their industry. ",AIという概念は画期的な進歩を約束する一方で、その実用化は企業にとって複雑な課題を突きつけている。私たちは、適切なユースケースを特定し、予期せぬ障害を乗り越え、理論的なコンセプトから本格的な生産へとシームレスに移行するための戦略的アプローチを中心に議論します。AIを活用することに成功した大手企業の経験から洞察を得て、AIがこれまでの技術的進歩とどのように異なるかを探るとともに、各業界の専門家から、AIをどのように取り入れたか、また各業界でどのようなユースケースを特定したかについて話を聞く。,1710181512275001OYG1,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710181512275001OYG1
AI116,Don't Be an AI Anti-Hero: Swift Loan Processing Automation,AIアンチヒーローになるな：迅速なローン処理の自動化,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 15:00:00,2024-06-03 15:20:00,15,"Explore how AI is redefining efficiency in underwriting and loan processing automation. In this session, you'll learn how Snowflake's robust data handling and processing features empower computer vision and workflow automation. evolv will demonstrate how to ingest complex visual data and orchestrate sophisticated workflows, all fueled by Snowflake. Shake off manual processes, automate risk assessments, and transform decision-making with precision and speed. Are you ready for it? Please note: Theaters are first come, first seated.",アンダーライティングとローン処理の自動化において、AIがどのように効率性を再定義しているかをご覧ください。本セッションでは、Snowflakeの堅牢なデータハンドリングおよび処理機能が、コンピュータビジョンとワークフローの自動化をどのように支援するかを学びます。手動プロセスを排除し、リスク評価を自動化し、正確かつ迅速な意思決定を実現します。準備はお済みですか？ご注意：劇場は先着順です。,1711418931565001l6br,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1711418931565001l6br
BI209,Geospatial & Raster: Pioneering Agriculture Sustainability,地理空間とラスター農業の持続可能性を開拓する,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 15:00:00,2024-06-03 15:20:00,15,"Join this session to learn how Indigo Ag, a pioneering agricultural technology company, harnesses the power of CARTO, Snowflake and raster data to revolutionize farming sustainability, profitability and productivity. We'll delve into our innovative use of dashboards for visualizing remote sensing outputs and scouting for potential enrollees in Indigo's trailblazing sustainability programs: Carbon and Source. Carbon by Indigo generates unique agricultural carbon credits, helping farmers move toward sustainable practices. Meanwhile, Source rewards farmers of key crops such as rice, wheat, soy, corn and cotton for eco-friendly practices, spotlighting resource conservation and emission reduction. Please note: Theaters are first come, first seated.",このセッションに参加すると、農業技術のパイオニア企業であるインディゴ・アグが、農業の持続可能性、収益性、生産性に革命を起こすために、どのようにCARTO、Snowflake、ラスターデータの力を活用しているかを学ぶことができます。ダッシュボードの革新的な活用によるリモートセンシング結果の可視化や、インディゴの先駆的な持続可能性プログラムへの登録候補者のスカウトについて掘り下げます：カーボンとソースカーボン・バイ・インディゴは、独自の農業用炭素クレジットを生成し、農家が持続可能な慣行に移行するのを支援する。一方、Sourceは、米、小麦、大豆、トウモロコシ、綿花などの主要作物の農家が環境に優しい農業を実践し、資源保護と排出削減にスポットライトを当てることで、農家に報酬を与えるものである。ご注意：劇場は先着順です。,1708733206413001ysWC,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733206413001ysWC
CO209,How Fiserv Is Building the Banking and Payments Ecosystem on Snowflake,フィサーブはSnowflakeでどのように銀行と決済のエコシステムを構築しているか,Breakout-Session,Collaboration,コラボレーション,2024-06-03,2024-06-03 15:00:00,2024-06-03 15:45:00,15,"Every minute of the day, millions of people and businesses as well as tens of thousands of financial institutions are connecting with one another through the banking and payments infrastructure built by Fiserv. Join this session to learn how Fiserv is modernizing this core banking system on Snowflake to better leverage secure data sharing between banks, credit unions and fintechs globally. Hear how Snowflake’s architecture is enabling Fiserv to modernize a legacy technology stack, democratize and share data safely and securely with customers, and enable the creation of unique insights for financial institutions.",1日1分ごとに、何百万人もの人々や企業、そして何万もの金融機関が、フィサーブによって構築されたバンキングおよび決済インフラを通じて互いに接続しています。本セッションでは、フィサーブがSnowflake上でこのコア・バンキング・システムをどのように近代化し、銀行、信用組合、フィンテック間のセキュアなデータ共有をグローバルにどのように活用しているかをご紹介します。Snowflakeのアーキテクチャによって、フィサーブがどのようにレガシーなテクノロジースタックを近代化し、データを民主化し、顧客と安全かつセキュアに共有し、金融機関独自のインサイトを創出できるようになったかをお聞きください。,1708733232787001ysQa,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733232787001ysQa
